Date,Datasource,Campaign,Clicks,Impressions
07.02.2019,Google Analytics,New General Campaign - CZE - Mobile,4,184
07.02.2019,Google Analytics,New General Campaign - DEN - Desktop,2,180
07.02.2019,Google Analytics,New General Campaign - DEN - Mobile,4,48
07.02.2019,Google Analytics,New General Campaign - ESP - Desktop,11,545
07.02.2019,Google Analytics,New General Campaign - ESP - Mobile,6,306
07.02.2019,Google Analytics,New General Campaign - Europe - Desktop,70,1982
07.02.2019,Google Analytics,New General Campaign - Europe - Mobile,66,1279
07.02.2019,Google Analytics,New General Campaign - FIN - Desktop,1,203
07.02.2019,Google Analytics,New General Campaign - FRA - Desktop,9,685
07.02.2019,Google Analytics,New General Campaign - FRA - Mobile,11,186
07.02.2019,Google Analytics,New General Campaign - GER - Desktop,59,2358
07.02.2019,Google Analytics,New General Campaign - GER - Mobile,90,1675
07.02.2019,Google Analytics,New General Campaign - GRE - Desktop,16,355
07.02.2019,Google Analytics,New General Campaign - GRE - Mobile,5,229
07.02.2019,Google Analytics,New General Campaign - HKG - Desktop,3,80
07.02.2019,Google Analytics,New General Campaign - HKG - Mobile,3,52
07.02.2019,Google Analytics,New General Campaign - HUN - Desktop,5,396
07.02.2019,Google Analytics,New General Campaign - HUN - Mobile,5,99
07.02.2019,Google Analytics,New General Campaign - IND - Desktop,90,2405
07.02.2019,Google Analytics,New General Campaign - IND - Mobile,465,4271
07.02.2019,Google Analytics,New General Campaign - IRE - Desktop,2,113
07.02.2019,Google Analytics,New General Campaign - IRE - Mobile,6,170
07.02.2019,Google Analytics,New General Campaign - ISR - Desktop,3,87
07.02.2019,Google Analytics,New General Campaign - ISR - Mobile,6,99
07.02.2019,Google Analytics,New General Campaign - ITA - Desktop,36,1354
07.02.2019,Google Analytics,New General Campaign - ITA - Mobile,69,1209
07.02.2019,Google Analytics,New General Campaign - JPN - Desktop,2,99
07.02.2019,Google Analytics,New General Campaign - Latin - Desktop,39,1487
07.02.2019,Google Analytics,New General Campaign - Latin - Mobile,32,600
07.02.2019,Google Analytics,New General Campaign - MAL - Desktop,11,290
07.02.2019,Google Analytics,New General Campaign - MAL - Mobile,55,983
07.02.2019,Google Analytics,New General Campaign - NEL - Desktop,3,192
07.02.2019,Google Analytics,New General Campaign - NEL - Mobile,5,74
07.02.2019,Google Analytics,New General Campaign - NOR - Desktop,6,279
07.02.2019,Google Analytics,New General Campaign - NOR - Mobile,4,131
07.02.2019,Google Analytics,New General Campaign - NZE - Mobile,1,31
07.02.2019,Google Analytics,New General Campaign - OMA - Desktop,4,49
07.02.2019,Google Analytics,New General Campaign - OMA - Mobile,3,61
07.02.2019,Google Analytics,New General Campaign - POL - Desktop,11,500
07.02.2019,Google Analytics,New General Campaign - POL - Mobile,8,279
07.02.2019,Google Analytics,New General Campaign - POR - Desktop,10,277
07.02.2019,Google Analytics,New General Campaign - POR - Mobile,4,515
07.02.2019,Google Analytics,New General Campaign - Rest - Desktop,91,1854
07.02.2019,Google Analytics,New General Campaign - Rest - Mobile,148,1651
07.02.2019,Google Analytics,New General Campaign - ROM - Desktop,27,807
07.02.2019,Google Analytics,New General Campaign - ROM - Mobile,17,452
07.02.2019,Google Analytics,New General Campaign - RUS - Desktop,9,711
07.02.2019,Google Analytics,New General Campaign - RUS - Mobile,8,261
07.02.2019,Google Analytics,New General Campaign - SAU - Desktop,24,490
07.02.2019,Google Analytics,New General Campaign - SAU - Mobile,48,582
07.02.2019,Google Analytics,New General Campaign - SKO - Mobile,2,6
07.02.2019,Google Analytics,New General Campaign - SLO - Desktop,10,256
07.02.2019,Google Analytics,New General Campaign - SWE - Desktop,11,236
07.02.2019,Google Analytics,New General Campaign - SWE - Mobile,8,176
07.02.2019,Google Analytics,New General Campaign - TAW - Desktop,4,114
07.02.2019,Google Analytics,New General Campaign - TAW - Mobile,2,88
07.02.2019,Google Analytics,New General Campaign - UAE - Desktop,14,322
07.02.2019,Google Analytics,New General Campaign - UAE - Mobile,14,391
07.02.2019,Google Analytics,New General Campaign - UK - Desktop,38,2025
07.02.2019,Google Analytics,New General Campaign - UK - Mobile,39,783
07.02.2019,Google Analytics,New General Campaign - USA - Desktop,53,1583
07.02.2019,Google Analytics,New General Campaign - USA - Mobile,79,2351
07.02.2019,Mailchimp,Funnel 168 - Echo BachelorClass- #6,13,
07.02.2019,Mailchimp,Funnel 168 - Multi Funnel - #6,61,
07.02.2019,Mailchimp,Funnel 169 - Abdominal BachelorClass- #1,59,
07.02.2019,Mailchimp,Funnel 169 - Echo BachelorClass- #1,51,
07.02.2019,Mailchimp,Funnel 169 - Echo Masterclass - #1,18,
07.02.2019,Mailchimp,Funnel 169 - Emergency BachelorClass- #1,10,
07.02.2019,Mailchimp,Funnel 169 - IU FocusClass - #1,7,
07.02.2019,Mailchimp,Funnel 169 - IU FocusClass - #1 (-70%),12,
07.02.2019,Mailchimp,Funnel 169 - Musculoskeletal BachelorClass- #1,29,
07.02.2019,Mailchimp,Funnel 169 - Pediatric BachelorClass  - #1,9,
07.02.2019,Mailchimp,Funnel 169 - Right Heart MasterClass - #1,4,
07.02.2019,Mailchimp,Funnel 169 - Speckle Tracking Masterclass - #1,11,
07.02.2019,Mailchimp,Funnel 169 - TEE MasterClass - #1,13,
07.02.2019,Mailchimp,Funnel 169 - Vascular Lower Extremity BachelorClass - #1,25,
08.02.2019,Facebook Ads,60 Second 08022019,1981,20051
08.02.2019,Facebook Ads,Ace of Hearts Installs,842,58240
08.02.2019,Facebook Ads,BSC Congress - Belgium - Conference,13,3082
08.02.2019,Facebook Ads,Lead Generation,1315,114072
08.02.2019,Facebook Ads,Like Ads,206,1851
08.02.2019,Google Adwords,B2B - Leads,8,528
08.02.2019,Google Adwords,GDN MSK - Push New,36,2444
08.02.2019,Google Adwords,GDN Prospecting - App - Prio 1,8,5906
08.02.2019,Google Adwords,GDN Prospecting - App - Prio 2,626,37784
08.02.2019,Google Adwords,GDN Prospecting - Desktop - India,150,102646
08.02.2019,Google Adwords,GDN Prospecting - Desktop - Prio 1,1,177
08.02.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2,78,86098
08.02.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3,240,148467
08.02.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1,6,2270
08.02.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,94,33128
08.02.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,4,203
08.02.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,34,15153
08.02.2019,Google Adwords,GDN - Right Heart Push New,13,2488
08.02.2019,Google Adwords,GDN RMKT - App - Prio 1,18,2839
08.02.2019,Google Adwords,GDN RMKT - App - Prio 2,48,6451
08.02.2019,Google Adwords,GDN RMKT - Desktop - India,4,2614
08.02.2019,Google Adwords,GDN RMKT - Desktop - Prio 1,4,2455
08.02.2019,Google Adwords,GDN RMKT - Desktop - Prio 2,12,3560
08.02.2019,Google Adwords,GDN RMKT - Desktop - Prio 3,26,6368
08.02.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1,3,1244
08.02.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2,42,4389
08.02.2019,Google Adwords,GDN RMKT - Mobile - Prio 1,32,4093
08.02.2019,Google Adwords,GDN RMKT - Mobile - Prio 2,53,6779
08.02.2019,Google Adwords,GDN - Smart Display - Prio 1,35,3883
08.02.2019,Google Adwords,GDN Vascular - Push,72,4293
08.02.2019,Google Adwords,New General Campaign - Africa - Desktop,17,427
08.02.2019,Google Adwords,New General Campaign - Africa - Mobile,55,851
08.02.2019,Google Adwords,New General Campaign - Arab - Desktop,3,52
08.02.2019,Google Adwords,New General Campaign - Arab - Mobile,4,84
08.02.2019,Google Adwords,New General Campaign - Asia - Desktop,7,120
08.02.2019,Google Adwords,New General Campaign - Asia - Mobile,5,59
08.02.2019,Google Adwords,New General Campaign - AUS - Desktop,21,868
08.02.2019,Google Adwords,New General Campaign - AUS - Mobile,28,603
08.02.2019,Google Adwords,New General Campaign - AUT - Desktop,13,540
08.02.2019,Google Adwords,New General Campaign - AUT - Mobile,31,393
08.02.2019,Google Adwords,New General Campaign - BEL - Desktop,1,218
08.02.2019,Google Adwords,New General Campaign - BEL - Mobile,6,72
08.02.2019,Google Adwords,New General Campaign - BUL - Desktop,16,246
08.02.2019,Google Adwords,New General Campaign - BUL - Mobile,17,254
08.02.2019,Google Adwords,New General Campaign - CAN - Desktop,9,807
08.02.2019,Google Adwords,New General Campaign - CAN - Mobile,31,1010
08.02.2019,Google Adwords,New General Campaign - CH - Desktop,3,170
08.02.2019,Google Adwords,New General Campaign - CH - Mobile,5,91
08.02.2019,Google Adwords,New General Campaign - CRO - Mobile,12,202
08.02.2019,Google Adwords,New General Campaign - CZE - Desktop,10,383
08.02.2019,Google Adwords,New General Campaign - CZE - Mobile,5,140
08.02.2019,Google Adwords,New General Campaign - DEN - Desktop,2,137
08.02.2019,Google Adwords,New General Campaign - DEN - Mobile,5,112
08.02.2019,Google Adwords,New General Campaign - ESP - Desktop,10,466
08.02.2019,Google Adwords,New General Campaign - ESP - Mobile,5,281
08.02.2019,Google Adwords,New General Campaign - Europe - Desktop,50,1662
08.02.2019,Google Adwords,New General Campaign - Europe - Mobile,65,1118
08.02.2019,Google Adwords,New General Campaign - FIN - Desktop,2,165
08.02.2019,Google Adwords,New General Campaign - FIN - Mobile,1,86
08.02.2019,Google Adwords,New General Campaign - FRA - Desktop,14,599
08.02.2019,Google Adwords,New General Campaign - FRA - Mobile,11,245
08.02.2019,Google Adwords,New General Campaign - GER - Desktop,57,2146
08.02.2019,Google Adwords,New General Campaign - GER - Mobile,58,1390
08.02.2019,Google Adwords,New General Campaign - GRE - Desktop,14,270
08.02.2019,Google Adwords,New General Campaign - GRE - Mobile,13,250
08.02.2019,Google Adwords,New General Campaign - HKG - Desktop,1,83
08.02.2019,Google Adwords,New General Campaign - HUN - Desktop,8,162
08.02.2019,Google Adwords,New General Campaign - HUN - Mobile,4,124
08.02.2019,Google Adwords,New General Campaign - IND - Desktop,73,2159
08.02.2019,Google Adwords,New General Campaign - IND - Mobile,390,3770
08.02.2019,Google Adwords,New General Campaign - IRE - Desktop,7,92
08.02.2019,Google Adwords,New General Campaign - IRE - Mobile,3,123
08.02.2019,Google Adwords,New General Campaign - ISR - Desktop,3,67
08.02.2019,Google Adwords,New General Campaign - ISR - Mobile,5,101
08.02.2019,Google Adwords,New General Campaign - ITA - Desktop,34,1362
08.02.2019,Google Adwords,New General Campaign - ITA - Mobile,55,1129
08.02.2019,Google Adwords,New General Campaign - JPN - Desktop,1,45
08.02.2019,Google Adwords,New General Campaign - Latin - Desktop,31,1247
08.02.2019,Google Adwords,New General Campaign - Latin - Mobile,20,472
08.02.2019,Google Adwords,New General Campaign - MAL - Desktop,7,240
08.02.2019,Google Adwords,New General Campaign - MAL - Mobile,29,891
08.02.2019,Google Adwords,New General Campaign - NEL - Desktop,6,188
08.02.2019,Google Adwords,New General Campaign - NEL - Mobile,3,110
08.02.2019,Google Adwords,New General Campaign - NOR - Desktop,5,95
08.02.2019,Google Adwords,New General Campaign - NOR - Mobile,4,115
08.02.2019,Google Adwords,New General Campaign - NZE - Desktop,2,50
08.02.2019,Google Adwords,New General Campaign - NZE - Mobile,2,14
08.02.2019,Google Adwords,New General Campaign - OMA - Desktop,3,29
08.02.2019,Google Adwords,New General Campaign - OMA - Mobile,6,94
08.02.2019,Google Adwords,New General Campaign - POL - Desktop,14,506
08.02.2019,Google Adwords,New General Campaign - POL - Mobile,11,224
08.02.2019,Google Adwords,New General Campaign - POR - Desktop,7,170
08.02.2019,Google Adwords,New General Campaign - POR - Mobile,5,714
08.02.2019,Google Adwords,New General Campaign - Rest - Desktop,79,1793
08.02.2019,Google Adwords,New General Campaign - Rest - Mobile,129,1696
08.02.2019,Google Adwords,New General Campaign - ROM - Desktop,14,470
08.02.2019,Google Adwords,New General Campaign - ROM - Mobile,36,440
08.02.2019,Google Adwords,New General Campaign - RUS - Desktop,6,580
08.02.2019,Google Adwords,New General Campaign - RUS - Mobile,4,245
08.02.2019,Google Adwords,New General Campaign - SAU - Desktop,18,350
08.02.2019,Google Adwords,New General Campaign - SAU - Mobile,33,463
08.02.2019,Google Adwords,New General Campaign - SKO - Desktop,2,116
08.02.2019,Google Adwords,New General Campaign - SLO - Desktop,5,198
08.02.2019,Google Adwords,New General Campaign - SLO - Mobile,4,72
08.02.2019,Google Adwords,New General Campaign - SWE - Desktop,13,265
08.02.2019,Google Adwords,New General Campaign - SWE - Mobile,1,187
08.02.2019,Google Adwords,New General Campaign - TAW - Desktop,3,149
08.02.2019,Google Adwords,New General Campaign - TAW - Mobile,6,105
08.02.2019,Google Adwords,New General Campaign - UAE - Desktop,10,162
08.02.2019,Google Adwords,New General Campaign - UAE - Mobile,16,326
08.02.2019,Google Adwords,New General Campaign - UK - Desktop,33,1997
08.02.2019,Google Adwords,New General Campaign - UK - Mobile,44,702
08.02.2019,Google Adwords,New General Campaign - USA - Desktop,50,1520
08.02.2019,Google Adwords,New General Campaign - USA - Mobile,60,2227
08.02.2019,Google Analytics,Ace of Hearts - Universal App - Android,116,2648
08.02.2019,Google Analytics,Ace of Hearts - Universal App - iOs,82,13264
08.02.2019,Google Analytics,B2B - Leads,8,528
08.02.2019,Google Analytics,GDN MSK - Push New,36,2444
08.02.2019,Google Analytics,GDN Prospecting - App - Prio 1,8,5906
08.02.2019,Google Analytics,GDN Prospecting - App - Prio 2,626,37784
08.02.2019,Google Analytics,GDN Prospecting - Desktop - India,150,102646
08.02.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1,1,177
08.02.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,78,86098
08.02.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,240,148467
08.02.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 1,6,2270
08.02.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,94,33128
08.02.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,4,203
08.02.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,34,15153
08.02.2019,Google Analytics,GDN - Right Heart Push New,13,2488
08.02.2019,Google Analytics,GDN RMKT - App - Prio 1,18,2839
08.02.2019,Google Analytics,GDN RMKT - App - Prio 2,48,6451
08.02.2019,Google Analytics,GDN RMKT - Desktop - India,4,2614
08.02.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,4,2455
08.02.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,12,3560
08.02.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,26,6368
08.02.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,3,1244
08.02.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,42,4389
08.02.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,32,4093
08.02.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,53,6779
08.02.2019,Google Analytics,GDN - Smart Display - Prio 1,35,3883
08.02.2019,Google Analytics,GDN Vascular - Push,72,4293
08.02.2019,Google Analytics,New General Campaign - Africa - Desktop,17,427
08.02.2019,Google Analytics,New General Campaign - Africa - Mobile,55,851
08.02.2019,Google Analytics,New General Campaign - Arab - Desktop,3,52
08.02.2019,Google Analytics,New General Campaign - Arab - Mobile,4,84
08.02.2019,Google Analytics,New General Campaign - Asia - Desktop,7,120
08.02.2019,Google Analytics,New General Campaign - Asia - Mobile,5,59
08.02.2019,Google Analytics,New General Campaign - AUS - Desktop,21,868
08.02.2019,Google Analytics,New General Campaign - AUS - Mobile,28,603
08.02.2019,Google Analytics,New General Campaign - AUT - Desktop,13,540
08.02.2019,Google Analytics,New General Campaign - AUT - Mobile,31,393
08.02.2019,Google Analytics,New General Campaign - BEL - Desktop,1,218
08.02.2019,Google Analytics,New General Campaign - BEL - Mobile,6,72
08.02.2019,Google Analytics,New General Campaign - BUL - Desktop,16,246
08.02.2019,Google Analytics,New General Campaign - BUL - Mobile,17,254
08.02.2019,Google Analytics,New General Campaign - CAN - Desktop,9,807
08.02.2019,Google Analytics,New General Campaign - CAN - Mobile,31,1010
08.02.2019,Google Analytics,New General Campaign - CH - Desktop,3,170
08.02.2019,Google Analytics,New General Campaign - CH - Mobile,5,91
08.02.2019,Google Analytics,New General Campaign - CRO - Mobile,12,202
08.02.2019,Google Analytics,New General Campaign - CZE - Desktop,10,383
08.02.2019,Google Analytics,New General Campaign - CZE - Mobile,5,140
08.02.2019,Google Analytics,New General Campaign - DEN - Desktop,2,137
08.02.2019,Google Analytics,New General Campaign - DEN - Mobile,5,112
08.02.2019,Google Analytics,New General Campaign - ESP - Desktop,10,466
08.02.2019,Google Analytics,New General Campaign - ESP - Mobile,5,281
08.02.2019,Google Analytics,New General Campaign - Europe - Desktop,50,1662
08.02.2019,Google Analytics,New General Campaign - Europe - Mobile,65,1118
08.02.2019,Google Analytics,New General Campaign - FIN - Desktop,2,165
08.02.2019,Google Analytics,New General Campaign - FIN - Mobile,1,86
08.02.2019,Google Analytics,New General Campaign - FRA - Desktop,14,599
08.02.2019,Google Analytics,New General Campaign - FRA - Mobile,11,245
08.02.2019,Google Analytics,New General Campaign - GER - Desktop,57,2146
08.02.2019,Google Analytics,New General Campaign - GER - Mobile,58,1390
08.02.2019,Google Analytics,New General Campaign - GRE - Desktop,14,270
08.02.2019,Google Analytics,New General Campaign - GRE - Mobile,13,250
08.02.2019,Google Analytics,New General Campaign - HKG - Desktop,1,83
08.02.2019,Google Analytics,New General Campaign - HUN - Desktop,8,162
08.02.2019,Google Analytics,New General Campaign - HUN - Mobile,4,124
08.02.2019,Google Analytics,New General Campaign - IND - Desktop,73,2159
08.02.2019,Google Analytics,New General Campaign - IND - Mobile,390,3770
08.02.2019,Google Analytics,New General Campaign - IRE - Desktop,7,92
08.02.2019,Google Analytics,New General Campaign - IRE - Mobile,3,123
08.02.2019,Google Analytics,New General Campaign - ISR - Desktop,3,67
08.02.2019,Google Analytics,New General Campaign - ISR - Mobile,5,101
08.02.2019,Google Analytics,New General Campaign - ITA - Desktop,34,1362
08.02.2019,Google Analytics,New General Campaign - ITA - Mobile,55,1129
08.02.2019,Google Analytics,New General Campaign - JPN - Desktop,1,45
08.02.2019,Google Analytics,New General Campaign - Latin - Desktop,31,1247
08.02.2019,Google Analytics,New General Campaign - Latin - Mobile,20,472
08.02.2019,Google Analytics,New General Campaign - MAL - Desktop,7,240
08.02.2019,Google Analytics,New General Campaign - MAL - Mobile,29,891
08.02.2019,Google Analytics,New General Campaign - NEL - Desktop,6,188
08.02.2019,Google Analytics,New General Campaign - NEL - Mobile,3,110
08.02.2019,Google Analytics,New General Campaign - NOR - Desktop,5,95
08.02.2019,Google Analytics,New General Campaign - NOR - Mobile,4,115
08.02.2019,Google Analytics,New General Campaign - NZE - Desktop,2,50
08.02.2019,Google Analytics,New General Campaign - NZE - Mobile,2,14
08.02.2019,Google Analytics,New General Campaign - OMA - Desktop,3,29
08.02.2019,Google Analytics,New General Campaign - OMA - Mobile,6,94
08.02.2019,Google Analytics,New General Campaign - POL - Desktop,14,506
08.02.2019,Google Analytics,New General Campaign - POL - Mobile,11,224
08.02.2019,Google Analytics,New General Campaign - POR - Desktop,7,170
08.02.2019,Google Analytics,New General Campaign - POR - Mobile,5,714
08.02.2019,Google Analytics,New General Campaign - Rest - Desktop,79,1793
08.02.2019,Google Analytics,New General Campaign - Rest - Mobile,129,1696
08.02.2019,Google Analytics,New General Campaign - ROM - Desktop,14,470
08.02.2019,Google Analytics,New General Campaign - ROM - Mobile,36,440
08.02.2019,Google Analytics,New General Campaign - RUS - Desktop,6,580
08.02.2019,Google Analytics,New General Campaign - RUS - Mobile,4,245
08.02.2019,Google Analytics,New General Campaign - SAU - Desktop,18,350
08.02.2019,Google Analytics,New General Campaign - SAU - Mobile,33,463
08.02.2019,Google Analytics,New General Campaign - SKO - Desktop,2,116
08.02.2019,Google Analytics,New General Campaign - SLO - Desktop,5,198
08.02.2019,Google Analytics,New General Campaign - SLO - Mobile,4,72
08.02.2019,Google Analytics,New General Campaign - SWE - Desktop,13,265
08.02.2019,Google Analytics,New General Campaign - SWE - Mobile,1,187
08.02.2019,Google Analytics,New General Campaign - TAW - Desktop,3,149
08.02.2019,Google Analytics,New General Campaign - TAW - Mobile,6,105
08.02.2019,Google Analytics,New General Campaign - UAE - Desktop,10,162
08.02.2019,Google Analytics,New General Campaign - UAE - Mobile,16,326
08.02.2019,Google Analytics,New General Campaign - UK - Desktop,33,1997
08.02.2019,Google Analytics,New General Campaign - UK - Mobile,44,702
08.02.2019,Google Analytics,New General Campaign - USA - Desktop,50,1520
08.02.2019,Google Analytics,New General Campaign - USA - Mobile,60,2227
08.02.2019,Mailchimp,Funnel 168 - Abdominal BachelorClass - #9,7,
08.02.2019,Mailchimp,Funnel 168 - Echo BachelorClass- #7,8,
08.02.2019,Mailchimp,Funnel 168 - Echo BachelorClass- #8,11,
08.02.2019,Mailchimp,Funnel 168 - Echo Masterclass - #9,1,
08.02.2019,Mailchimp,Funnel 168 - Multi Funnel - #7/8,37,
08.02.2019,Mailchimp,Funnel 168 - Musculoskeletal BachelorClass- #9,3,
08.02.2019,Mailchimp,Funnel 168 - POCUS FocusClass- #9,6,
08.02.2019,Mailchimp,Funnel 168 - Right Heart MasterClass - #9,3,
08.02.2019,Mailchimp,Funnel 168 - TEE MasterClass - #9,2,
08.02.2019,Mailchimp,Funnel 169 - Abdominal BachelorClass- #2,15,
08.02.2019,Mailchimp,Funnel 169 - Echo BachelorClass- #2,25,
08.02.2019,Mailchimp,Funnel 169 - Echo Masterclass - #2,13,
08.02.2019,Mailchimp,Funnel 169 - Emergency BachelorClass- #2,2,
08.02.2019,Mailchimp,Funnel 169 - IU FocusClass - #2,4,
08.02.2019,Mailchimp,Funnel 169 - IU FocusClass - #2 (-70%),1,
08.02.2019,Mailchimp,Funnel 169 - Musculoskeletal BachelorClass- #2,8,
08.02.2019,Mailchimp,Funnel 169 - Pediatric BachelorClass  - #2,3,
08.02.2019,Mailchimp,Funnel 169 - Right Heart MasterClass - #2,2,
08.02.2019,Mailchimp,Funnel 169 - Speckle Tracking Masterclass - #2,1,
08.02.2019,Mailchimp,Funnel 169 - TEE MasterClass - #2,4,
08.02.2019,Mailchimp,Funnel 169 - Vascular Lower Extremity BachelorClass - #2,2,
09.02.2019,Facebook Ads,60 Second 08022019,1711,34504
09.02.2019,Facebook Ads,Ace of Hearts Installs,413,25897
09.02.2019,Facebook Ads,Lead Generation,1552,117624
09.02.2019,Facebook Ads,Like Ads,170,2187
09.02.2019,Google Adwords,B2B - Leads,11,668
09.02.2019,Google Adwords,GDN MSK - Push New,76,5544
09.02.2019,Google Adwords,GDN - Pediatric Push,4,1560
09.02.2019,Google Adwords,GDN Prospecting - App - Prio 1,17,9155
09.02.2019,Google Adwords,GDN Prospecting - App - Prio 2,525,36316
09.02.2019,Google Adwords,GDN Prospecting - Desktop - India,138,83141
09.02.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2,123,116988
09.02.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3,234,147314
09.02.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1,13,3281
09.02.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,173,58952
09.02.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,2,265
09.02.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,178,53915
09.02.2019,Google Adwords,GDN - Right Heart Push New,7,2409
09.02.2019,Google Adwords,GDN RMKT - App - Prio 1,15,2704
09.02.2019,Google Adwords,GDN RMKT - App - Prio 2,45,6154
09.02.2019,Google Adwords,GDN RMKT - Desktop - India,8,2299
09.02.2019,Google Adwords,GDN RMKT - Desktop - Prio 1,9,2808
09.02.2019,Google Adwords,GDN RMKT - Desktop - Prio 2,11,4596
09.02.2019,Google Adwords,GDN RMKT - Desktop - Prio 3,18,5306
09.02.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1,11,1182
09.02.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2,43,4446
09.02.2019,Google Adwords,GDN RMKT - Mobile - Prio 1,29,2765
09.02.2019,Google Adwords,GDN RMKT - Mobile - Prio 2,53,7335
09.02.2019,Google Adwords,GDN - Smart Display - Prio 1,28,3441
09.02.2019,Google Adwords,GDN Vascular - Push,68,3570
09.02.2019,Google Adwords,New General Campaign - Africa - Desktop,7,281
09.02.2019,Google Adwords,New General Campaign - Africa - Mobile,49,748
09.02.2019,Google Adwords,New General Campaign - Arab - Desktop,3,82
09.02.2019,Google Adwords,New General Campaign - Arab - Mobile,13,113
09.02.2019,Google Adwords,New General Campaign - Asia - Desktop,4,84
09.02.2019,Google Adwords,New General Campaign - Asia - Mobile,5,73
09.02.2019,Google Adwords,New General Campaign - AUS - Desktop,14,651
09.02.2019,Google Adwords,New General Campaign - AUS - Mobile,19,612
09.02.2019,Google Adwords,New General Campaign - AUT - Desktop,11,558
09.02.2019,Google Adwords,New General Campaign - AUT - Mobile,18,511
09.02.2019,Google Adwords,New General Campaign - BEL - Desktop,2,83
09.02.2019,Google Adwords,New General Campaign - BEL - Mobile,4,56
09.02.2019,Google Adwords,New General Campaign - BUL - Desktop,12,158
09.02.2019,Google Adwords,New General Campaign - BUL - Mobile,9,152
09.02.2019,Google Adwords,New General Campaign - CAN - Desktop,7,482
09.02.2019,Google Adwords,New General Campaign - CAN - Mobile,26,1006
09.02.2019,Google Adwords,New General Campaign - CH - Desktop,4,149
09.02.2019,Google Adwords,New General Campaign - CH - Mobile,2,80
09.02.2019,Google Adwords,New General Campaign - CRO - Desktop,4,121
09.02.2019,Google Adwords,New General Campaign - CRO - Mobile,3,206
09.02.2019,Google Adwords,New General Campaign - CZE - Desktop,8,238
09.02.2019,Google Adwords,New General Campaign - DEN - Desktop,2,74
09.02.2019,Google Adwords,New General Campaign - ESP - Desktop,11,307
09.02.2019,Google Adwords,New General Campaign - ESP - Mobile,12,345
09.02.2019,Google Adwords,New General Campaign - Europe - Desktop,59,1572
09.02.2019,Google Adwords,New General Campaign - Europe - Mobile,67,1004
09.02.2019,Google Adwords,New General Campaign - FIN - Desktop,1,158
09.02.2019,Google Adwords,New General Campaign - FIN - Mobile,1,76
09.02.2019,Google Adwords,New General Campaign - FRA - Desktop,14,421
09.02.2019,Google Adwords,New General Campaign - FRA - Mobile,12,242
09.02.2019,Google Adwords,New General Campaign - GER - Desktop,39,1563
09.02.2019,Google Adwords,New General Campaign - GER - Mobile,68,1283
09.02.2019,Google Adwords,New General Campaign - GRE - Desktop,11,292
09.02.2019,Google Adwords,New General Campaign - GRE - Mobile,15,248
09.02.2019,Google Adwords,New General Campaign - HKG - Desktop,5,85
09.02.2019,Google Adwords,New General Campaign - HKG - Mobile,2,54
09.02.2019,Google Adwords,New General Campaign - HUN - Desktop,7,103
09.02.2019,Google Adwords,New General Campaign - HUN - Mobile,6,104
09.02.2019,Google Adwords,New General Campaign - IND - Desktop,85,1746
09.02.2019,Google Adwords,New General Campaign - IND - Mobile,429,3965
09.02.2019,Google Adwords,New General Campaign - IRE - Desktop,2,56
09.02.2019,Google Adwords,New General Campaign - IRE - Mobile,4,150
09.02.2019,Google Adwords,New General Campaign - ISR - Desktop,3,127
09.02.2019,Google Adwords,New General Campaign - ISR - Mobile,1,92
09.02.2019,Google Adwords,New General Campaign - ITA - Desktop,36,1453
09.02.2019,Google Adwords,New General Campaign - ITA - Mobile,49,786
09.02.2019,Google Adwords,New General Campaign - JPN - Desktop,1,50
09.02.2019,Google Adwords,New General Campaign - Latin - Desktop,29,1012
09.02.2019,Google Adwords,New General Campaign - Latin - Mobile,21,469
09.02.2019,Google Adwords,New General Campaign - MAL - Desktop,4,189
